mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50
9.2295	0.0140935	0.000650345	4.17E-09	0.00889938	3.01E-07	0.00058629	3.33E-05	0.00015581	5.58E-20	1.18E-06	6.64E-05	0.000745146	3.93E-05	2.72E-05	3.88E-14	0.000400438	3.51E-06	1.89E-05	7.20E-05	0	1.70E-27	1.71E-06	1.11E-12	3.23E-07	2.81E-17	4.39E-17	2.90E-07	1.41E-21	2.96E-06	2.36E-22	1.04E-20	2.82E-07	0	0	2.29E-07
9.23112	0.0127201	0.000589767	3.75E-09	0.00902372	3.00E-07	0.000586291	3.34E-05	0.000153445	5.03E-20	1.13E-06	6.63E-05	0.000745158	3.93E-05	2.72E-05	3.49E-14	0.000400503	3.49E-06	1.89E-05	7.20E-05	0	1.53E-27	1.71E-06	9.98E-13	3.23E-07	2.53E-17	3.96E-17	2.91E-07	1.27E-21	2.97E-06	2.13E-22	9.33E-21	2.76E-07	0	0	2.29E-07
9.23175	0.0124306	0.000576998	3.66E-09	0.0090499	3.00E-07	0.000586292	3.34E-05	0.000152946	4.91E-20	1.12E-06	6.63E-05	0.000745161	3.93E-05	2.72E-05	3.41E-14	0.000400516	3.48E-06	1.89E-05	7.20E-05	0	1.49E-27	1.71E-06	9.75E-13	3.23E-07	2.48E-17	3.87E-17	2.91E-07	1.24E-21	2.97E-06	2.08E-22	9.11E-21	2.75E-07	0	0	2.28E-07
9.23229	0.0119445	0.000555561	3.52E-09	0.00909382	3.00E-07	0.000586292	3.34E-05	0.000152109	4.72E-20	1.10E-06	6.62E-05	0.000745165	3.93E-05	2.71E-05	3.28E-14	0.000400539	3.48E-06	1.89E-05	7.20E-05	0	1.43E-27	1.71E-06	9.36E-13	3.23E-07	2.38E-17	3.71E-17	2.91E-07	1.19E-21	2.97E-06	2.00E-22	8.75E-21	2.73E-07	0	0	2.28E-07
9.23284	0.0072957	0.000350556	2.12E-09	0.00951354	2.99E-07	0.000586296	3.37E-05	0.000144098	2.84E-20	9.31E-07	6.60E-05	0.000745206	3.93E-05	2.70E-05	1.97E-14	0.000400758	3.39E-06	1.89E-05	7.21E-05	0	0	1.71E-06	5.63E-13	3.23E-07	1.43E-17	2.23E-17	2.94E-07	7.16E-22	2.99E-06	1.20E-22	5.26E-21	2.54E-07	0	0	2.25E-07
9.23285	0.00530462	0.000262754	1.52E-09	0.00969329	2.98E-07	0.000586298	3.38E-05	0.000140667	2.03E-20	8.57E-07	6.59E-05	0.000745224	3.92E-05	2.69E-05	1.41E-14	0.000400851	3.36E-06	1.89E-05	7.21E-05	0	0	1.71E-06	4.03E-13	3.23E-07	1.02E-17	1.60E-17	2.95E-07	5.13E-22	3.00E-06	8.61E-23	3.77E-21	2.46E-07	0	0	2.24E-07
9.23285	0.00331352	0.000174951	9.15E-10	0.00987304	2.97E-07	0.000586299	3.39E-05	0.000137236	1.23E-20	7.82E-07	6.58E-05	0.000745241	3.92E-05	2.68E-05	8.52E-15	0.000400945	3.32E-06	1.89E-05	7.22E-05	0	0	1.71E-06	2.44E-13	3.23E-07	6.19E-18	9.67E-18	2.96E-07	3.10E-22	3.00E-06	5.20E-23	2.28E-21	2.38E-07	0	0	2.23E-07
9.23285	0.00250671	0.000139373	6.72E-10	0.00994588	2.97E-07	0.0005863	3.40E-05	0.000135846	9.03E-21	7.52E-07	6.57E-05	0.000745248	3.92E-05	2.68E-05	6.26E-15	0.000400982	3.31E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.79E-13	3.23E-07	4.54E-18	7.10E-18	2.96E-07	2.27E-22	3.01E-06	3.82E-23	1.67E-21	2.35E-07	0	0	2.22E-07
9.23285	0.00243574	0.000136243	6.50E-10	0.00995227	2.97E-07	0.0005863	3.40E-05	0.000135723	8.74E-21	7.50E-07	6.57E-05	0.000745249	3.92E-05	2.68E-05	6.06E-15	0.000400986	3.30E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.73E-13	3.23E-07	4.40E-18	6.87E-18	2.96E-07	2.20E-22	3.01E-06	3.70E-23	1.62E-21	2.34E-07	0	0	2.22E-07
9.23286	0.00215185	0.000123726	5.65E-10	0.00997787	2.97E-07	0.0005863	3.40E-05	0.000135234	7.59E-21	7.39E-07	6.57E-05	0.000745252	3.92E-05	2.68E-05	5.26E-15	0.000400999	3.30E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.50E-13	3.23E-07	3.82E-18	5.97E-18	2.97E-07	1.91E-22	3.01E-06	3.21E-23	1.41E-21	2.33E-07	0	0	2.22E-07
9.23286	0.00186797	0.000111209	4.79E-10	0.0100035	2.97E-07	0.000586301	3.40E-05	0.000134745	6.44E-21	7.28E-07	6.57E-05	0.000745254	3.92E-05	2.68E-05	4.46E-15	0.000401012	3.29E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.28E-13	3.23E-07	3.24E-18	5.06E-18	2.97E-07	1.62E-22	3.01E-06	2.73E-23	1.19E-21	2.32E-07	0	0	2.22E-07
9.23287	0.00158409	9.87E-05	3.93E-10	0.0100291	2.97E-07	0.000586301	3.40E-05	0.000134256	5.29E-21	7.18E-07	6.57E-05	0.000745257	3.92E-05	2.68E-05	3.66E-15	0.000401026	3.29E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.05E-13	3.23E-07	2.66E-18	4.16E-18	2.97E-07	1.33E-22	3.01E-06	2.24E-23	9.80E-22	2.31E-07	0	0	2.22E-07
9.23287	0.00130021	8.62E-05	3.08E-10	0.0100547	2.97E-07	0.000586301	3.41E-05	0.000133766	4.14E-21	7.07E-07	6.56E-05	0.000745259	3.92E-05	2.68E-05	2.87E-15	0.000401039	3.28E-06	1.89E-05	7.22E-05	0	0	1.71E-06	8.20E-14	3.23E-07	2.08E-18	3.25E-18	2.97E-07	1.04E-22	3.01E-06	1.75E-23	7.67E-22	2.30E-07	0	0	2.21E-07
9.23288	0.00101633	7.37E-05	2.22E-10	0.0100803	2.97E-07	0.000586301	3.41E-05	0.000133277	2.99E-21	6.96E-07	6.56E-05	0.000745262	3.92E-05	2.67E-05	2.07E-15	0.000401052	3.28E-06	1.89E-05	7.22E-05	0	0	1.71E-06	5.92E-14	3.23E-07	1.50E-18	2.35E-18	2.97E-07	7.53E-23	3.01E-06	1.26E-23	5.53E-22	2.29E-07	0	0	2.21E-07
9.23288	0.000732443	6.11E-05	1.37E-10	0.0101059	2.96E-07	0.000586302	3.41E-05	0.000132788	1.84E-21	6.86E-07	6.56E-05	0.000745264	3.92E-05	2.67E-05	1.27E-15	0.000401066	3.27E-06	1.89E-05	7.22E-05	0	0	1.71E-06	3.64E-14	3.23E-07	9.24E-19	1.44E-18	2.97E-07	4.63E-23	3.01E-06	7.77E-24	3.40E-22	2.28E-07	0	0	2.21E-07
9.23289	0.000448562	4.86E-05	5.10E-11	0.0101315	2.96E-07	0.000586302	3.41E-05	0.000132298	6.85E-22	6.75E-07	6.56E-05	0.000745267	3.92E-05	2.67E-05	4.75E-16	0.000401079	3.27E-06	1.89E-05	7.22E-05	0	0	1.71E-06	1.36E-14	3.23E-07	3.45E-19	5.39E-19	2.98E-07	1.73E-23	3.01E-06	2.90E-24	1.27E-22	2.26E-07	0	0	2.21E-07
9.23289	0.000279425	4.12E-05	1.48E-16	0.0101467	2.96E-07	0.000586302	3.41E-05	0.000132007	2.00E-27	6.69E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	1.38E-21	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	3.94E-20	3.23E-07	1.00E-24	1.56E-24	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.23837	0.000279969	4.12E-05	8.07E-23	0.0101413	2.96E-07	0.000586302	3.41E-05	0.000131984	0	6.59E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.24385	0.000280393	4.12E-05	8.07E-23	0.0101372	2.97E-07	0.000586302	3.42E-05	0.000131967	0	6.51E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.24932	0.000280716	4.13E-05	8.08E-23	0.010134	2.97E-07	0.000586302	3.42E-05	0.000131954	0	6.45E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.25479	0.000281126	4.13E-05	8.10E-23	0.01013	2.97E-07	0.000586302	3.42E-05	0.000131937	0	6.38E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.26435	0.000281523	4.13E-05	8.12E-23	0.0101261	2.97E-07	0.000586302	3.42E-05	0.000131921	0	6.31E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.27525	0.000281881	4.14E-05	8.13E-23	0.0101226	2.97E-07	0.000586302	3.43E-05	0.000131907	0	6.24E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.28416	0.000282079	4.14E-05	8.14E-23	0.0101207	2.97E-07	0.000586302	3.43E-05	0.000131899	0	6.21E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.29187	0.000282215	4.14E-05	8.15E-23	0.0101194	2.97E-07	0.000586302	3.43E-05	0.000131893	0	6.18E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.2986	0.000282358	4.14E-05	8.16E-23	0.010118	2.97E-07	0.000586302	3.43E-05	0.000131888	0	6.16E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.30629	0.000282495	4.14E-05	8.16E-23	0.0101167	2.97E-07	0.000586302	3.43E-05	0.000131882	0	6.13E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.31397	0.000282672	4.14E-05	8.17E-23	0.010115	2.97E-07	0.000586302	3.43E-05	0.000131875	0	6.10E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.32165	0.000284292	4.16E-05	8.24E-23	0.010101	2.97E-07	0.000586302	3.44E-05	0.000131817	0	5.87E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.33505	0.000284765	4.16E-05	8.26E-23	0.0100976	2.97E-07	0.000586302	3.44E-05	0.000131802	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.34846	0.000284772	4.16E-05	8.26E-23	0.0100975	2.97E-07	0.000586302	3.44E-05	0.000131802	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.35613	0.000284779	4.16E-05	8.26E-23	0.0100975	2.97E-07	0.000586302	3.44E-05	0.000131802	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.37142	0.00028479	4.16E-05	8.26E-23	0.0100974	2.97E-07	0.000586302	3.44E-05	0.000131801	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.3867	0.000284814	4.16E-05	8.26E-23	0.0100972	2.97E-07	0.000586302	3.44E-05	0.000131801	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.40192	0.000284831	4.16E-05	8.26E-23	0.0100971	2.97E-07	0.000586302	3.44E-05	0.0001318	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.41515	0.000284845	4.16E-05	8.26E-23	0.010097	2.97E-07	0.000586302	3.44E-05	0.0001318	0	5.81E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.42834	0.000284862	4.16E-05	8.26E-23	0.0100969	2.97E-07	0.000586302	3.44E-05	0.000131799	0	5.80E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.44151	0.00028488	4.16E-05	8.26E-23	0.0100968	2.97E-07	0.000586302	3.44E-05	0.000131799	0	5.80E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.45463	0.000284899	4.16E-05	8.26E-23	0.0100966	2.97E-07	0.000586302	3.44E-05	0.000131798	0	5.80E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.46779	0.00028492	4.16E-05	8.26E-23	0.0100965	2.97E-07	0.000586302	3.44E-05	0.000131798	0	5.80E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.48091	0.000284945	4.16E-05	8.26E-23	0.0100963	2.97E-07	0.000586302	3.44E-05	0.000131797	0	5.80E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.50707	0.000284994	4.16E-05	8.27E-23	0.010096	2.97E-07	0.000586302	3.44E-05	0.000131795	0	5.79E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.52676	0.000285035	4.16E-05	8.27E-23	0.0100957	2.97E-07	0.000586302	3.44E-05	0.000131794	0	5.79E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.54637	0.000285078	4.16E-05	8.27E-23	0.0100954	2.98E-07	0.000586302	3.44E-05	0.000131793	0	5.78E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.56596	0.000285122	4.16E-05	8.27E-23	0.0100951	2.98E-07	0.000586302	3.44E-05	0.000131792	0	5.78E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.58546	0.000285166	4.16E-05	8.27E-23	0.0100948	2.98E-07	0.000586302	3.44E-05	0.00013179	0	5.77E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.60506	0.000285211	4.17E-05	8.28E-23	0.0100944	2.98E-07	0.000586302	3.44E-05	0.000131789	0	5.77E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.62457	0.000285257	4.17E-05	8.28E-23	0.0100941	2.98E-07	0.000586302	3.44E-05	0.000131788	0	5.77E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.64405	0.000285304	4.17E-05	8.28E-23	0.0100938	2.98E-07	0.000586302	3.44E-05	0.000131786	0	5.76E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.66346	0.000285352	4.17E-05	8.28E-23	0.0100935	2.98E-07	0.000586302	3.44E-05	0.000131785	0	5.76E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.68621	0.00028541	4.17E-05	8.28E-23	0.0100931	2.98E-07	0.000586302	3.44E-05	0.000131783	0	5.75E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.70886	0.00028547	4.17E-05	8.29E-23	0.0100927	2.98E-07	0.000586302	3.44E-05	0.000131781	0	5.75E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.73148	0.000285529	4.17E-05	8.29E-23	0.0100923	2.98E-07	0.000586302	3.44E-05	0.00013178	0	5.74E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.754	0.00028559	4.17E-05	8.29E-23	0.0100919	2.98E-07	0.000586302	3.44E-05	0.000131778	0	5.73E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.78305	0.000285669	4.17E-05	8.29E-23	0.0100913	2.98E-07	0.000586302	3.44E-05	0.000131776	0	5.73E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.81195	0.000285748	4.17E-05	8.30E-23	0.0100908	2.98E-07	0.000586302	3.44E-05	0.000131774	0	5.72E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.84081	0.000285828	4.17E-05	8.30E-23	0.0100903	2.98E-07	0.000586302	3.44E-05	0.000131771	0	5.71E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.86953	0.000285909	4.17E-05	8.30E-23	0.0100897	2.98E-07	0.000586302	3.44E-05	0.000131769	0	5.71E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.90796	0.000286019	4.17E-05	8.31E-23	0.010089	2.98E-07	0.000586302	3.44E-05	0.000131766	0	5.70E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.94616	0.000286128	4.17E-05	8.31E-23	0.0100883	2.98E-07	0.000586302	3.45E-05	0.000131763	0	5.69E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
9.98433	0.000286238	4.17E-05	8.32E-23	0.0100876	2.98E-07	0.000586302	3.45E-05	0.00013176	0	5.68E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.0223	0.000286348	4.18E-05	8.32E-23	0.0100869	2.98E-07	0.000586302	3.45E-05	0.000131757	0	5.67E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.0603	0.00028646	4.18E-05	8.33E-23	0.0100861	2.98E-07	0.000586302	3.45E-05	0.000131754	0	5.66E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.0981	0.000286572	4.18E-05	8.33E-23	0.0100854	2.98E-07	0.000586302	3.45E-05	0.000131751	0	5.65E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.1359	0.000286684	4.18E-05	8.34E-23	0.0100847	2.98E-07	0.000586302	3.45E-05	0.000131748	0	5.64E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.1735	0.000286797	4.18E-05	8.34E-23	0.010084	2.98E-07	0.000586302	3.45E-05	0.000131745	0	5.63E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.2236	0.000286948	4.18E-05	8.35E-23	0.0100831	2.98E-07	0.000586302	3.45E-05	0.000131741	0	5.62E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.2734	0.000287099	4.18E-05	8.35E-23	0.0100821	2.98E-07	0.000586302	3.45E-05	0.000131737	0	5.61E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.3604	0.000287362	4.19E-05	8.36E-23	0.0100805	2.98E-07	0.000586302	3.45E-05	0.00013173	0	5.59E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.4345	0.00028759	4.19E-05	8.37E-23	0.0100791	2.98E-07	0.000586302	3.45E-05	0.000131724	0	5.57E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
10.5082	0.000287819	4.19E-05	8.38E-23	0.0100778	2.98E-07	0.000586302	3.45E-05	0.000131718	0	5.56E-07	6.56E-05	0.000745268	3.92E-05	2.67E-05	0	0.000401087	3.26E-06	1.89E-05	7.23E-05	0	0	1.71E-06	0	3.23E-07	0	0	2.98E-07	0	3.01E-06	0	0	2.26E-07	0	0	2.21E-07
